Tools,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515070,1608.266,1,OK,0.1023748,-0.0600734,-0.9929303,0.0000000,159.697,3.599,-137.400,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515078,1608.291,1,OK,0.1024485,-0.0603689,-0.9929048,0.0000000,159.692,3.622,-137.387,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515086,1608.316,1,OK,0.1025832,-0.0601439,-0.9929045,0.0000000,159.678,3.624,-137.386,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515094,1608.341,1,OK,0.1027176,-0.0599187,-0.9929042,0.0000000,159.664,3.627,-137.386,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515102,1608.366,1,OK,0.1029630,-0.0591272,-0.9929263,0.0000000,159.623,3.613,-137.394,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515110,1608.391,1,OK,0.1029942,-0.0596612,-0.9928911,0.0000000,159.634,3.633,-137.396,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515118,1608.416,1,OK,0.1032250,-0.0574152,-0.9929995,0.0000000,159.607,3.593,-137.416,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515126,1608.441,1,OK,0.1033533,-0.0577518,-0.9929667,0.0000000,159.586,3.594,-137.409,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515134,1608.466,1,OK,0.1034996,-0.0572809,-0.9929787,0.0000000,159.572,3.593,-137.414,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515142,1608.491,1,OK,0.1035563,-0.0550488,-0.9930991,0.0000000,159.564,3.543,-137.419,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515150,1608.516,1,OK,0.1037066,-0.0553970,-0.9930640,0.0000000,159.544,3.552,-137.410,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515158,1608.541,1,OK,0.1038308,-0.0561952,-0.9930062,0.0000000,159.541,3.582,-137.412,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515166,1608.566,1,OK,0.1038532,-0.0562880,-0.9929986,0.0000000,159.554,3.599,-137.404,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515174,1608.591,1,OK,0.1038824,-0.0563910,-0.9929897,0.0000000,159.560,3.613,-137.386,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515182,1608.616,1,OK,0.1038532,-0.0567697,-0.9929712,0.0000000,159.588,3.642,-137.378,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515190,1608.641,1,OK,0.1038751,-0.0573911,-0.9929331,0.0000000,159.606,3.681,-137.374,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515198,1608.666,1,OK,0.1038412,-0.0581004,-0.9928954,0.0000000,159.614,3.710,-137.349,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515206,1608.691,1,OK,0.1038018,-0.0589239,-0.9928510,0.0000000,159.644,3.746,-137.340,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515214,1608.716,1,OK,0.1038068,-0.0584220,-0.9928802,0.0000000,159.654,3.738,-137.328,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515222,1608.741,1,OK,0.1040074,-0.0576470,-0.9929045,0.0000000,159.634,3.728,-137.339,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515230,1608.766,1,OK,0.1039930,-0.0576568,-0.9929054,0.0000000,159.646,3.750,-137.323,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515238,1608.791,1,OK,0.1040813,-0.0572915,-0.9929173,0.0000000,159.635,3.743,-137.320,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515246,1608.816,1,OK,0.1041282,-0.0582846,-0.9928546,0.0000000,159.634,3.772,-137.308,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515254,1608.841,1,OK,0.1041890,-0.0560541,-0.9929766,0.0000000,159.623,3.714,-137.315,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515262,1608.866,1,OK,0.1041955,-0.0570996,-0.9929164,0.0000000,159.637,3.745,-137.304,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515270,1608.891,1,OK,0.1042993,-0.0581804,-0.9928427,0.0000000,159.628,3.773,-137.298,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515278,1608.916,1,OK,0.1045651,-0.0557567,-0.9929538,0.0000000,159.575,3.698,-137.318,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515286,1608.941,1,OK,0.1047795,-0.0544827,-0.9930020,0.0000000,159.540,3.674,-137.321,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515294,1608.966,1,OK,0.1047457,-0.0555444,-0.9929467,0.0000000,159.562,3.715,-137.314,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515302,1608.991,1,OK,0.1047117,-0.0566057,-0.9928904,0.0000000,159.584,3.756,-137.307,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515310,1609.016,1,OK,0.1048002,-0.0555110,-0.9929428,0.0000000,159.576,3.729,-137.311,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515318,1609.041,1,OK,0.1049687,-0.0525255,-0.9930874,0.0000000,159.542,3.659,-137.322,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515326,1609.066,1,OK,0.1049977,-0.0526456,-0.9930780,0.0000000,159.554,3.678,-137.325,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515334,1609.091,1,OK,0.1052232,-0.0528812,-0.9930416,0.0000000,159.516,3.681,-137.328,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515342,1609.116,1,OK,0.1052683,-0.0532350,-0.9930179,0.0000000,159.516,3.699,-137.318,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515350,1609.141,1,OK,0.1052269,-0.0530197,-0.9930338,0.0000000,159.538,3.708,-137.306,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515358,1609.166,1,OK,0.1053428,-0.0538575,-0.9929765,0.0000000,159.519,3.730,-137.294,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515366,1609.191,1,OK,0.1053741,-0.0544988,-0.9929382,0.0000000,159.522,3.743,-137.284,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515374,1609.216,1,OK,0.1053302,-0.0559361,-0.9928629,0.0000000,159.552,3.790,-137.277,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515382,1609.241,1,OK,0.1054559,-0.0563912,-0.9928238,0.0000000,159.531,3.802,-137.261,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515390,1609.266,1,OK,0.1057119,-0.0559518,-0.9928214,0.0000000,159.484,3.781,-137.264,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515398,1609.291,1,OK,0.1055469,-0.0599219,-0.9926073,0.0000000,159.547,3.897,-137.233,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515406,1609.316,1,OK,0.1056524,-0.0606863,-0.9925496,0.0000000,159.550,3.927,-137.240,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515414,1609.341,1,OK,0.1058326,-0.0592507,-0.9926172,0.0000000,159.519,3.892,-137.247,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515422,1609.365,1,OK,0.1060129,-0.0578147,-0.9926826,0.0000000,159.490,3.857,-137.255,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515430,1609.390,1,OK,0.1059967,-0.0600214,-0.9925533,0.0000000,159.503,3.922,-137.233,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515438,1609.415,1,OK,0.1060533,-0.0592644,-0.9925928,0.0000000,159.516,3.921,-137.242,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515446,1609.440,1,OK,0.1062697,-0.0581932,-0.9926330,0.0000000,159.477,3.890,-137.254,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515454,1609.465,1,OK,0.1063167,-0.0579886,-0.9926400,0.0000000,159.468,3.894,-137.230,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515462,1609.490,1,OK,0.1063257,-0.0575380,-0.9926652,0.0000000,159.485,3.889,-137.238,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515470,1609.515,1,OK,0.1063224,-0.0580998,-0.9926328,0.0000000,159.503,3.918,-137.237,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515478,1609.540,1,OK,0.1065213,-0.0560212,-0.9927310,0.0000000,159.475,3.876,-137.259,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515486,1609.565,1,OK,0.1066827,-0.0540611,-0.9928223,0.0000000,159.442,3.828,-137.263,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515494,1609.590,1,OK,0.1065741,-0.0559706,-0.9927282,0.0000000,159.483,3.896,-137.243,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515502,1609.615,1,OK,0.1067149,-0.0540856,-0.9928175,0.0000000,159.469,3.863,-137.261,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515510,1609.640,1,OK,0.1068700,-0.0526508,-0.9928780,0.0000000,159.453,3.823,-137.282,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515518,1609.665,1,OK,0.1068531,-0.0534216,-0.9928386,0.0000000,159.477,3.857,-137.281,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515526,1609.690,1,OK,0.1067925,-0.0538878,-0.9928200,0.0000000,159.516,3.895,-137.274,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515534,1609.715,1,OK,0.1067688,-0.0539817,-0.9928174,0.0000000,159.540,3.918,-137.273,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515542,1609.740,1,OK,0.1069186,-0.0523251,-0.9928900,0.0000000,159.513,3.884,-137.279,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515550,1609.765,1,OK,0.1069351,-0.0508395,-0.9929654,0.0000000,159.511,3.852,-137.276,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515558,1609.790,1,OK,0.1068811,-0.0521701,-0.9929022,0.0000000,159.529,3.895,-137.254,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515566,1609.815,1,OK,0.1068823,-0.0520411,-0.9929088,0.0000000,159.536,3.896,-137.245,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515574,1609.840,1,OK,0.1069700,-0.0520688,-0.9928979,0.0000000,159.535,3.909,-137.252,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515582,1609.865,1,OK,0.1071310,-0.0509898,-0.9929365,0.0000000,159.490,3.874,-137.238,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515590,1609.890,1,OK,0.1071638,-0.0510447,-0.9929302,0.0000000,159.490,3.884,-137.232,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515598,1609.915,1,OK,0.1072476,-0.0517540,-0.9928844,0.0000000,159.472,3.902,-137.213,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515606,1609.940,1,OK,0.1074029,-0.0512363,-0.9928945,0.0000000,159.441,3.887,-137.222,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515614,1609.965,1,OK,0.1076254,-0.0518936,-0.9928363,0.0000000,159.415,3.901,-137.240,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515622,1609.990,1,OK,0.1076168,-0.0531604,-0.9927702,0.0000000,159.432,3.938,-137.237,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515630,1610.015,1,OK,0.1075979,-0.0556335,-0.9926367,0.0000000,159.462,4.023,-137.226,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515638,1610.040,1,OK,0.1077027,-0.0558749,-0.9926118,0.0000000,159.451,4.030,-137.230,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515646,1610.065,1,OK,0.1077352,-0.0563731,-0.9925801,0.0000000,159.455,4.055,-137.224,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515654,1610.090,1,OK,0.1077423,-0.0569597,-0.9925458,0.0000000,159.475,4.082,-137.225,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515662,1610.115,1,OK,0.1077686,-0.0569701,-0.9925424,0.0000000,159.495,4.100,-137.239,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515670,1610.140,1,OK,0.1077151,-0.0577166,-0.9925050,0.0000000,159.517,4.139,-137.221,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515678,1610.165,1,OK,0.1077500,-0.0563222,-0.9925814,0.0000000,159.527,4.116,-137.236,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515686,1610.190,1,OK,0.1077107,-0.0564556,-0.9925780,0.0000000,159.536,4.133,-137.214,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515694,1610.215,1,OK,0.1077965,-0.0555106,-0.9926220,0.0000000,159.521,4.110,-137.216,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515702,1610.240,1,OK,0.1081210,-0.0530513,-0.9927212,0.0000000,159.462,4.055,-137.232,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515710,1610.265,1,OK,0.1082363,-0.0531810,-0.9927017,0.0000000,159.447,4.066,-137.229,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515718,1610.290,1,OK,0.1081922,-0.0528903,-0.9927220,0.0000000,159.457,4.077,-137.199,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515726,1610.315,1,OK,0.1083630,-0.0517432,-0.9927639,0.0000000,159.430,4.056,-137.209,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515734,1610.340,1,OK,0.1084426,-0.0506835,-0.9928098,0.0000000,159.411,4.042,-137.195,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515742,1610.365,1,OK,0.1085527,-0.0502352,-0.9928206,0.0000000,159.401,4.030,-137.196,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515750,1610.390,1,OK,0.1088424,-0.0488639,-0.9928573,0.0000000,159.349,3.998,-137.200,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515758,1610.415,1,OK,0.1089220,-0.0489972,-0.9928420,0.0000000,159.346,4.020,-137.185,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515766,1610.440,1,OK,0.1091626,-0.0490105,-0.9928149,0.0000000,159.324,4.028,-137.203,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515774,1610.465,1,OK,0.1092610,-0.0479462,-0.9928561,0.0000000,159.307,4.010,-137.189,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515782,1610.490,1,OK,0.1093920,-0.0468483,-0.9928941,0.0000000,159.290,3.979,-137.193,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515790,1610.515,1,OK,0.1094318,-0.0481150,-0.9928291,0.0000000,159.307,4.025,-137.183,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515798,1610.540,1,OK,0.1095447,-0.0491493,-0.9927660,0.0000000,159.318,4.074,-137.195,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515806,1610.564,1,OK,0.1096451,-0.0498662,-0.9927191,0.0000000,159.320,4.104,-137.185,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515814,1610.589,1,OK,0.1098081,-0.0489905,-0.9927447,0.0000000,159.309,4.086,-137.199,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515822,1610.614,1,OK,0.1098573,-0.0499729,-0.9926903,0.0000000,159.301,4.129,-137.168,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515830,1610.639,1,OK,0.1099110,-0.0502054,-0.9926727,0.0000000,159.297,4.145,-137.151,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515838,1610.664,1,OK,0.1100729,-0.0508675,-0.9926210,0.0000000,159.287,4.174,-137.152,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515846,1610.689,1,OK,0.1101543,-0.0498716,-0.9926625,0.0000000,159.287,4.169,-137.146,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515854,1610.714,1,OK,0.1102815,-0.0495910,-0.9926624,0.0000000,159.283,4.182,-137.144,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515862,1610.739,1,OK,0.1102141,-0.0514253,-0.9925766,0.0000000,159.317,4.260,-137.113,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515870,1610.764,1,OK,0.1102160,-0.0507072,-0.9926133,0.0000000,159.323,4.263,-137.096,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515878,1610.789,1,OK,0.1103992,-0.0502939,-0.9926140,0.0000000,159.298,4.254,-137.093,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515886,1610.814,1,OK,0.1104063,-0.0509254,-0.9925810,0.0000000,159.312,4.297,-137.069,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515894,1610.839,1,OK,0.1105025,-0.0517069,-0.9925299,0.0000000,159.313,4.337,-137.058,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515902,1610.864,1,OK,0.1104522,-0.0530147,-0.9924665,0.0000000,159.359,4.401,-137.048,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515910,1610.889,1,OK,0.1106043,-0.0533251,-0.9924329,0.0000000,159.355,4.429,-137.056,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515918,1610.914,1,OK,0.1105491,-0.0529488,-0.9924592,0.0000000,159.376,4.439,-137.043,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515926,1610.939,1,OK,0.1105669,-0.0528713,-0.9924614,0.0000000,159.390,4.452,-137.037,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515934,1610.964,1,OK,0.1106693,-0.0533054,-0.9924267,0.0000000,159.380,4.470,-137.031,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515942,1610.989,1,OK,0.1107717,-0.0537393,-0.9923919,0.0000000,159.370,4.488,-137.025,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515950,1611.014,1,OK,0.1109511,-0.0523159,-0.9924479,0.0000000,159.373,4.476,-137.065,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515958,1611.039,1,OK,0.1111499,-0.0507607,-0.9925065,0.0000000,159.337,4.445,-137.073,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515966,1611.064,1,OK,0.1112520,-0.0506535,-0.9925005,0.0000000,159.329,4.449,-137.080,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515974,1611.089,1,OK,0.1112169,-0.0507451,-0.9924997,0.0000000,159.343,4.466,-137.072,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515982,1611.114,1,OK,0.1114110,-0.0504919,-0.9924909,0.0000000,159.310,4.459,-137.079,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515990,1611.139,1,OK,0.1114624,-0.0505382,-0.9924828,0.0000000,159.305,4.467,-137.077,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,515998,1611.164,1,OK,0.1115165,-0.0513961,-0.9924326,0.0000000,159.307,4.503,-137.076,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,516006,1611.189,1,OK,0.1117335,-0.0510861,-0.9924242,0.0000000,159.266,4.490,-137.093,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,516014,1611.214,1,OK,0.1118011,-0.0499660,-0.9924736,0.0000000,159.257,4.469,-137.099,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,516022,1611.239,1,OK,0.1118915,-0.0499746,-0.9924630,0.0000000,159.238,4.471,-137.097,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,516030,1611.264,1,OK,0.1119101,-0.0504675,-0.9924360,0.0000000,159.233,4.492,-137.084,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,516038,1611.289,1,OK,0.1118782,-0.0510594,-0.9924093,0.0000000,159.248,4.519,-137.082,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,516046,1611.314,1,OK,0.1119320,-0.0505933,-0.9924271,0.0000000,159.234,4.510,-137.076,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,516054,1611.339,1,OK,0.1119003,-0.0505049,-0.9924352,0.0000000,159.251,4.524,-137.072,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,516062,1611.364,1,OK,0.1118382,-0.0500263,-0.9924664,0.0000000,159.270,4.534,-137.072,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,516070,1611.389,1,OK,0.1118758,-0.0493924,-0.9924939,0.0000000,159.266,4.523,-137.073,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,516078,1611.414,1,OK,0.1118278,-0.0493630,-0.9925008,0.0000000,159.279,4.529,-137.071,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,516086,1611.439,1,OK,0.1117971,-0.0498675,-0.9924790,0.0000000,159.284,4.557,-137.054,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,516094,1611.464,1,OK,0.1119270,-0.0504033,-0.9924373,0.0000000,159.266,4.578,-137.062,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,516102,1611.489,1,OK,0.1119923,-0.0503618,-0.9924321,0.0000000,159.253,4.593,-137.057,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,516110,1611.514,1,OK,0.1120420,-0.0495639,-0.9924666,0.0000000,159.243,4.575,-137.061,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,516118,1611.539,1,OK,0.1120466,-0.0504187,-0.9924230,0.0000000,159.255,4.610,-137.054,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,516126,1611.564,1,OK,0.1119842,-0.0493573,-0.9924834,0.0000000,159.279,4.608,-137.062,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,516134,1611.589,1,OK,0.1121176,-0.0508126,-0.9923949,0.0000000,159.260,4.644,-137.070,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,516142,1611.614,1,OK,0.1122841,-0.0503685,-0.9923988,0.0000000,159.232,4.629,-137.077,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,516150,1611.639,1,OK,0.1124430,-0.0493908,-0.9924299,0.0000000,159.202,4.605,-137.091,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,516158,1611.664,1,OK,0.1125498,-0.0483108,-0.9924710,0.0000000,159.185,4.589,-137.093,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,516166,1611.689,1,OK,0.1124849,-0.0491265,-0.9924383,0.0000000,159.214,4.635,-137.085,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,516174,1611.714,1,OK,0.1124596,-0.0486019,-0.9924670,0.0000000,159.226,4.635,-137.089,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,516182,1611.739,1,OK,0.1124257,-0.0481128,-0.9924946,0.0000000,159.247,4.628,-137.092,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,516190,1611.764,1,OK,0.1125441,-0.0475755,-0.9925071,0.0000000,159.239,4.624,-137.108,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,516198,1611.788,1,OK,0.1126552,-0.0481741,-0.9924656,0.0000000,159.232,4.652,-137.115,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,516206,1611.813,1,OK,0.1126983,-0.0494429,-0.9923984,0.0000000,159.232,4.685,-137.109,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,516214,1611.838,1,OK,0.1127503,-0.0481276,-0.9924571,0.0000000,159.220,4.655,-137.115,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,516222,1611.863,1,OK,0.1128130,-0.0483735,-0.9924380,0.0000000,159.208,4.673,-137.107,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,516230,1611.888,1,OK,0.1127261,-0.0503613,-0.9923490,0.0000000,159.239,4.736,-137.088,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,516238,1611.913,1,OK,0.1127241,-0.0506376,-0.9923352,0.0000000,159.248,4.752,-137.084,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,516246,1611.938,1,OK,0.1128805,-0.0491978,-0.9923898,0.0000000,159.220,4.716,-137.096,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,516254,1611.963,1,OK,0.1129230,-0.0493967,-0.9923751,0.0000000,159.224,4.724,-137.098,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,516262,1611.988,1,OK,0.1131127,-0.0503861,-0.9923038,0.0000000,159.197,4.756,-137.104,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,516270,1612.013,1,OK,0.1131549,-0.0507046,-0.9922827,0.0000000,159.197,4.774,-137.094,0.0000000,0
